0	0	0	1	
0.010101	0	0	1	
0.020202	0	0	1	
0.030303	0	0	1	
0.040404	0	0	1	
0.050505	0	0	1	
0.0606061	0	0	1	
0.0707071	0	0	1	
0.0808081	0	0	1	
0.0909091	0	0	1	
0.10101	0	0	1	
0.111111	0	0	1	
0.121212	0	0	1	
0.131313	0	0	1	
0.141414	0	0	1	
0.151515	0	0	1	
0.161616	0	0	1	
0.171717	0	0	1	
0.181818	0	0	1	
0.191919	0	0	1	
0.20202	0	0	1	
0.212121	0	0	1	
0.222222	0	0	1	
0.232323	0	0	1	
0.242424	0	0	1	
0.252525	0	0	1	
0.262626	0	0	1	
0.272727	0	0	1	
0.282828	0	0	1	
0.292929	0	0	1	
0.30303	0	0	1	
0.313131	0	0	1	
0.323232	0	0	1	
0.333333	0	0	1	
0.343434	0	0	1	
0.353535	0	0	1	
0.363636	0	0	1	
0.373737	0	0	1	
0.383838	0	0	1	
0.393939	0	0	1	
0.40404	0	0	1	
0.414141	0	0	1	
0.424242	0	0	1	
0.434343	0	0	1	
0.444444	0	0	1	
0.454545	0	0	1	
0.464646	0	0	1	
0.474747	0	0	1	
0.484848	0	0	1	
0.494949	0	0	1	
0.50505	0	0	1	
0.515152	0	0	1	
0.525253	0	0	1	
0.535354	0	0	1	
0.545455	0	0	1	
0.555556	0	0	1	
0.565657	0	0	1	
0.575758	0	0	1	
0.585859	0	0	1	
0.59596	0	0	1	
0.606061	0	0	1	
0.616162	0	0	1	
0.626263	0	0	1	
0.636364	0	0	1	
0.646465	0	0	1	
0.656566	0	0	1	
0.666667	0	0	1	
0.676768	0	0	1	
0.686869	0	0	1	
0.69697	0	0	1	
0.707071	0	0	1	
0.717172	0	0	1	
0.727273	0	0	1	
0.737374	0	0	1	
0.747475	0	0	1	
0.757576	0	0	1	
0.767677	0	0	1	
0.777778	0	0	1	
0.787879	0	0	1	
0.79798	0	0	1	
0.808081	0	0	1	
0.818182	0	0	1	
0.828283	0	0	1	
0.838384	0	0	1	
0.848485	0	0	1	
0.858586	0	0	1	
0.868687	0	0	1	
0.878788	0	0	1	
0.888889	0	0	1	
0.89899	0	0	1	
0.909091	0	0	1	
0.919192	0	0	1	
0.929293	0	0	1	
0.939394	0	0	1	
0.949495	0	0	1	
0.959596	0	0	1	
0.969697	0	0	1	
0.979798	0	0	1	
0.989899	0	0	1	
1	0	0	1	
0	0.010101	0.00637013	1	
0.010101	0.010101	0.0063661	0	
0.020202	0.010101	0.00635385	0	
0.030303	0.010101	0.00633413	0	
0.040404	0.010101	0.00630746	0	
